a	een
dislike, aversion, disgust, nausea	afkeer
dislocate	ontwrichten
dislocate	verrekken
dislocate	verstuiken
dismiss, fire, discharge, sack, exempt	ontslaan
dismount	afstijgen
disorder	disorde
disorder	janboel
disorder	rotzooi
dispassionately	koel
disperse	uiteendrijven
disperse	uiteenjagen
display, parade	pralen
display, parade	prijken
disposal, sentence, want, sense, inclination	zin
disposition	beschikking
dispute, argue	disputeren
dissect	doorsnijden
dissect	sectie verrichten
dissemble	huichelen
dissemble	veinzen
disseminate	uitstrooien
dissolve	opgelost worden
dissolve	oplossen
distant, far, remote	ververwijderd
distil	distilleren
distil	overhalen
distinct	uitgesproken
distinct, serene, untroubled, pure, acute, clearly	helder
distinctive	zich onderscheidend
distinguish	onderscheiden
distinguish, recognise	onderkennen
distract, divert	verstrooien
distracted, absent, absent-minded, abstracted	verstrooid
distracted, absent-minded, abstract, abstracted	afgetrokken
distraction	verstrooiing
distraction, derivation	afleiding
distribute, deal	rondgeven
distribution	uitreiking
distribution	verdeling
distributor	verdeler
district	arrondissement
district	district
district	gouw
disturb, bother	hinderen
disturb, bother	storen
ditch, pit, hole, channel, canal	gracht
divan, couch	divan
divan, couch	Turkse staatsraad
dive, plunge	duiken
diver	duiker
diverse, varied, various	menigvoudig
diverse, varied, various, different	verschillend
diversion	afleidingsmanoeuvre
divide, disintegrate	scheiden
divide, isolate, insulate, seclude	afzonderen
divide, secrete	afscheiden
divine	goddelijk
diving-bell	duikerklok
division	divisie
division	legerafdeling
divorce	echtscheiding
divorce	scheiding
divorced	gescheiden
dizziness, vertigo	duizeligheid
dizziness, vertigo	duizeling
dizzy	duizelig
dizzying	duizelingwekkend
Djakarta	Batavia
Djakarta	Djakarta
Djakarta	Jakarta
DNA	DNA
dock	dok
doctor	doctor
document, certificate, diploma, paper	akte
document, certificate, testimony	acte
dog	hond
dogma	dogma
dogma	leerstelling
dogma	leerstuk
doll	pop
doll	tonnetje
dollar	dollar
Dollard	Dollard
Dolomites	Dolomieten
dome, pavilion, cupola	koepel
domestic	inheems
domestic	inlands
domestic, inner, internal	binnenlands
domesticated, house-	huis-
dominate	de baas zijn
dominate	meester zijn
Dominican	Dominicaans
dominion	dominion
Don	Don
donate, give	schenken
done, finished, over, ready	afgelopen
done, used, finished, over	afgewerkt
Donetz	Donjets
door	deur
door, porter	portier
doorway	deuropening
Dordrecht	Dordrecht
Dorian, Doric	Dorisch
dose	dosis
dossier, file	bestand
dot	spikkel
dot	stip
dot, peak, point, summit	punt
double, dual	tweevoudig
doubt	in dubio staan
doubt	twijfelen
doubt, hesitate	dubben
doubtful	discutabel
doubtful	dubieus
doubtful	twijfelachtig
dough	beslag
dough	deeg
dough	pasta
dove, pigeon	duif
down, fluff	dons
down, fluff	waas
download	downloaden
dowry	bruidsschat
dowry	huwelijksgift
dozen	dozijn
dozen	twaalftal
draft	cambio
draft	wissel
dragon	draak
dragon, aviator	vlieger
dragonfly	juffertje
dragonfly	libel
dragonfly	waterjuffer
drain	afdruipen
drain	neerdruipen
drainer	afdruiprek
drainer	druiprek
drama	drama
drama	toneelstuk
drape	draperen
drastic	drastisch
drastic	sterk werkend
draw, attract	aanlokken
draw, attract	toelachen
draw, tempt, attract	bekoren
drawer	la
drawer	lade
drawer	schuiflade
drawing, design	werkje
drawing-paper	tekenpapier
dream, daydream	dromen
dream, daydream	mijmeren
dreamer, muser, day-dreamer	mijmeraar
dreamland	dromenland
dress	een verband omleggen
dress-coat, skirt, tails	rok
dresser	commode
dresser	ladenkast
dressing-gown	kamerjas
drift	afdrijven
drift	op drift zijn
drill	boren
drink	drinken
drink	pimpelen
drink	zuipen
drinking-water	drinkwater
drip	droppelen
drip	druipen
drip	druppelen
driver, conductor	conducteur
driver, conductor, manager, chauffeur, director	bestuurder
driving-licence	rijbewijs
droop, hang	hangen
drop	waterdruppel
droplet, drop	druppel
drown	verdrinken
drown	verloren gaan
drowsy	druilerig
drowsy, sleepy	slaperig
drug	dope
drug	drogerij
drug	drug
drug	kruid
drugstore	apotheek
drum	trom
drum	trommel
drummer	tamboer
drummer	trommelaar
drummer	trommelslager
drunk, intoxicated	zat
dry	dor
dry	droog
dryness	dorheid
dryness	droogheid
dryness	droogte
dual, double	dubbel
dual, double	duplex
dual, double	tweeledig
duck	eend
dude, dandy, fop	fat
dues	contributie
duke	hertog
dull, stupid	flauw
dull, stupid	simpel
dun, admonish, scold	manen
dun, scold, admonish	aanmanen
dung, excrement	keutel
Dunkirk	Duinkerken
dunning-letter	maanbrief
duplicate	verveelvoudigen
duplicate, multiply	multipliceren
during	tijdens
during, for, while, whilst	gedurende
dust, subject, substance, theme	stof
dusty	stoffig
Dutch	Hollands
Dutch	Nederlands
duty, obligation	plicht
dwarf, midget	dwergachtig
dwell, live	gevestigd zijn
dwelling, residence	logies
dwelling, residence	onderkomen
dwelling, residence	woning
dwelling, residence, phase	kwartier
dwelling-place, abode	domicilie
dye	verf
dynamite	dynamiet
dyspepsia, indigestion	indigestie
dyspnea, dyspnoea	ademnood
dyspnoea, dyspnea	kortademigheid
Dzungaria	Dzjoengarije
décor, decoration, renown, decor, distinction	onderscheiding
détante	ontspanning
E-chord	E-snaar
each, every, everyone	alleman
eagle	adelaar
eagle	arend
ear, handle	oor
earl	graaf
early	pril
early	vroeg
early	vroegtijdig
earmark, destine, ordain	bestemmen
earnest	bona fide
earnest	serieus
earnest	stemmig
earphone	telefoonhoorn
earring	oorring
earthen, clay, stone	van klei
earthing, grounding	aarding
earthly, stone, clay, earthen	aarden
earthquake	aardbeving
earthworm	aardworm
earthworm	pier
earthworm	regenworm
easily	allicht
easily	met gemak
east, East	oosten
East, east	oriënt
East-Indian	Oostindisch
Easter	Pasen
Eastermar, Oostermeer	Oostermeer
eastern, Oriental	oosters
easy, free, raft, facile	vlot
eat, feed	vreten
eat, feed, chip	bikken
eat, feed, food	eten
ebb	eb-
Ebro	Ebro
ecclesiastic	kerkelijk
ecclesiastic, mental, spiritual	geestelijk
Echo	Echo
echo	echoën
echo	weergalmen
echo, resound	naklinken
economical	economisch
economy	spaarzaamheid
economy, economics	economie
ecstasy	extase
ecstasy	geestvervoering
ecstasy	vervoering
ecstatic	extatisch
ecstatic	zwijmeldronken
Ecuador	Ecuador
Ecuadorian	Ecuadoriaans
Edam	Edam
edelweiss	edelweiss
Eden	Eden
edible	eetbaar
edit	opstellen
edit	redigeren
edit, waste	opmaken
edition	editie
edition	uitgave
editor	editor
educate	grootbrengen
educate, tame	dresseren
education	opvoeding
education	vorming
eel	paling
eel-skin	aalsvel
eel-trap	aalfuik
eel-trap	palingfuik
eelworm	aaltje
eelworm	draadworm
eerie, cramped, macabre, grisly, narrow	eng
Eernewoude, Earnewald	Eernewoude
effect, impression	effect
effective, conclusive, effectual, efficacious	afdoend
effective, effectual, actual, efficacious, real	effectief
effectual, effective, efficacious	doeltreffend
effervescent, sparkling	mousserend
effervescent, sparkling	schuimachtig
effort	moeite
effort	poging
egg	ei
Egypt	Egypte
Egyptian	Egyptisch
eight	acht
eight, attention	acht
eighteen	achttien
eighteenth	achttiende
eightfold, octuple	achtvoudig
eighth	achtste
eighty	tachtig
Eindhoven	Eindhoven
elastic	elastisch
elastic	rekbaar
elastic	soepel
Elba, Elbe	Elbe
elbow	elleboog
elderly	bedaagd
elderly	hoogbejaard
elect, choose	uitkiezen
elect, choose	uitlezen
elect, vote, choose	kiezen
elected	gekozen
elected	select
elected	uitgelezen
election, choice	keur
election, option, alternative, choice	keuze
electric	elektrisch
electricity	elektriciteit
electron	elektron
electronic	electronisch
electronic	elektronisch
electronics	elektronica
elegant	elegant
element	bestanddeel
element	element
elementary, elemental	elementair
elephant	olifant
elevator	lift
eleven	elf
elide	afkappen
elide	elideren
eliminate	afvoeren
eliminate	uitschakelen
elision	afkapping
elm	iep
elm	olm
eloquent	welsprekend
Elsass, Alsace	Elzas
else, another, other	ander
elsewhere	elders
elsewhere	ergens anders
elver, eel, muck-water	aal
Elysium	Elyzeese Velden
embankment, dike	dijk
embankment, dike	waterkering
embark	aan boord gaan
embark	scheep gaan
embarrass	in verlegenheid brengen
embarrassment, abashment, perplexity	hinder
embassy	ambassade
embellish	flatteren
embellish	opwerken
embellish	verfraaien
emblem	embleem
emblem	kleur
embrace	omarmen
embrace	omhelzen
embroider	borduren
emerald	smaragd
emerge, appear, perform	opdagen
emigrate	emigreren
emigrate	uitwijken
emigrate, earmark, ordain, destine	uittrekken
eminent	eminent
eminent	uitstekend
eminent, sizable, considerably, considerable	aanzienlijk
emissary, envoy, messenger	afgezant
emit, radiate	uitstralen
Emmerich	Emmerik
emotion	gewaarwording
emotion, disease, illness, affection	aandoening
emperor	keizer
emphasis	klem
emphasize	benadrukken
emphasize	met nadruk zeggen
emphatic	nadrukkelijk
empire	imperium
empire	keizerrijk
employ, hire	aanwerven
employ, take, affiliate, confirm, receive, hire	aannemen
employee	employé
employee	personeelslid
employee	werknemer
employer	werkgever
employment, application, use	aanwending
empress	keizerin
emptiness	leegheid
emptiness	leegte
empty, false, void	loos
empty, vacant, unoccupied, void	leeg
Ems	Eems
enamel	emailleren
enchantment, witchcraft, wizardry, sorcery	toverij
encipher	versleutelen
enclose	omsluiten
enclosure	omheind terrein
encode	codificeren
encore	bis
encore	nog eens
encouragement	aanmoediging
encouragement	bemoediging
encouragement	stijving
encyclopedia, encyclopaedia	encyclopedie
end	einde
end	uiterste deel
end, ending	uiteinde
end-of-the-line	eindstation
endanger	in gevaar brengen
endeavour, attempt	trachten
endeavour, try, attempt	pogen
ending, exit	uitgang
endlessly	tot in het oneindige
endorse	endosseren
endorse	gireren
endorse	wenden
endorsee	geëndosseerde
endorsement	endossement
endorsement	giro
endorser	endossant
endorser	overdrager
endow	begiftigen
endow	meegeven
endure	beklijven
endure	duren
enemy	vijand
energetic	energiek
energy	arbeidsvermogen
energy	energie
energy	fut
engaged	geëngageerd
engaged	verloofd
engine	locomotief
engineer	ingenieur
England, Albion	Albion
England, Albion	Engeland
English	Engels
English	Engels
Englishman, Sassenach	Engelsman
Englishwoman	Engelse
engrave	graveren
engrave	griffen
engraving	graveerwerk
engraving	gravure
engulf	binnenkrijgen
engulf	innemen
engulf, swallow	inslikken
enhance	vermeerderen
enjoy, rejoice	genieten van
enlarge, augment	uitbouwen
enlarge, augment	uitbreiden
enlarge, augment	vergroten
enlargement	uitbouwing
enlargement	vergroting
enlist	dienst nemen
enmity	animositeit
enmity	vijandigheid
enmity	vijandschap
enormously, enormous, immense	enorm
enormously, extreme	uiterst
entangle, implicate	verwarren
enter, insert	indoen
enter, insert	insteken
enterprise	onderneming
enterprising	ondernemend
entertain	recipiëren
entertaining, funny, amusing	amusant
entertainment	aardigheid
entertainment	pretje
enthusiasm	enthousiasme
enthusiasm	geestdrift
enthusiastic	enthousiast
enthusiastic	geestdriftig
enthusiastic, abundant	uitbundig
entice, seduce	weglokken
enticing, tempting, attractive, alluring	aanlokkelijk
entire, complete, whole, full	compleet
entirely, completely	totaliter
entrance, portal	entree
entrance, portal	ingang
entrance, portal	toegang
entrust	belasten met
entrust	opdracht geven
entry	aanmelding
envelop	hullen
envelop	inwikkelen
envelop	omhullen
envelope	couvert
envelope	envelop
envelope	enveloppe
envious, jealous	afgunstig
envious, jealous	ijverzuchtig
environment	milieu
environment, environs, surroundings, sphere	omgeving
environs, outskirts, contour, perimeter, outline	omtrek
envoy, emissary, messenger	bode
envoy, messenger, ambassador, emissary	gezant
envy	benijden
envy	jaloers zijn op
envy	misgunnen
Eocene	Eoceen
Eos	Eos
epaulet	epaulet
epaulet	schouderbedekking
epic	episch
epilepsy	epilepsie
epilepsy	toevallen
epilepsy	vallende ziekte
Epiphany, Twelfth-night	Driekoningen
episcopal	bisschoppelijk
episcopal	doorluchtig
episode	episode
episode, delivery, exercise-book, notebook	aflevering
epistle, letter	brief
epistle, letter	zendbrief
equal	eender
equal	egaal
equality	gelijkheid
equally	gelijkelijk
equally, also, too	evenzeer
equator	equator
equator	evenaar
equator	evennachtslijn
equilibrium	evenwicht
equilibrium	evenwichtstoestand
equilibrium, scales	balans
equinox	dag- en nachtevening
equinox	nachtevening
equip	toerusten
equip	uitrusten
equipment	accommodatie
equipment	uitrusting
equipment, institute, apparatus, device, set	inrichting
equivalent	equivalent
equivalent	gelijkwaardig
era, epoch	tijdperk
era, epoch	tijdsgewricht
eradicate	ontwortelen
erase	gommen
erase	met gom bestrijken
eraser	gom
eraser	gummi
erect, establish	inrichten
erect, establish, lever	oprichten
erecting, mounting, composing	zetting
Eris	Eris
Eritrea	Eritrea
Eros, Cupid	Amor
erotic	erotisch
erotic	zwoel
err	dwalen
err	een fout maken
errand, commission	commissie
erroneous, incorrect, wrong, mistaken	onjuist
error, erroneous, incorrect, mistaken, mistake	fout
error, mistake	abuis
escalator	roltrap
escape, flee	ontgaan
escape, flee	ontkomen
escort, accompaniment	accompagnement
escudo	escudo
Eskimo	Eskimo
especially	vooral
Esperantist	Esperantist
Esperanto	Esperanto
essay, thesis, theorem	stelling
Essen	Essen
essence, gist	essence
essence, kernel, nucleus, core, gist	kern
essential	essentieel
essential	intrinsiek
establish, edify, erect	stichten
establishment	etablissement
establishment	vestiging
establishment, institution, adjustment	instelling
estate, ranch, property	boerderij
esteem	achting hebben voor
estimate, appraise	schatten
estimate, appraise	taxeren
Estonia	Estland
Estonian	Estlands
etc.	enz.
etc.	etc.
etching	ets
eternity	onvergankelijkheid
ethic, ethics	ethiek
ethic, ethics, morals	zedenleer
ethical	ethisch
ethical, moral	zedenkundig
ethics, morals, ethic	zedenkunde
Ethiopia, Abyssinia	Ethiopië
Ethiopian	Ethiopiër
ethos, atmosphere, sphere	sfeer
ethos, mood	stemming
etiquette	etiquette
etiquette, label	etiket
Etna	Etna
Etruria	Etrurië
Etrurian, Etruscan	Etrurisch
Etruscan, Etrurian	Etruskisch
euphonious	schoonklinkend
euphonious	welluidend
Euphrates	Eufraat
Europe	Europa
European	blanke
European	Europeaan
Eva	Eva
evacuate	evacueren
evacuate	ontruimen
evade, avoid	mijden
evade, avoid	ontwijken
evangelic	evangelisch
evaporate	doen verdampen
evaporate	indampen
evaporate	uitdampen
evening	avond
event	belangrijke gebeurtenis
event	evenement
eventuality, contingency	eventualiteit
ever	eenmaal
ever	ooit
ever	wel eens
Everist	Mount Everest
every, each, everyone	ieder
every, each, everyone	iedere
every, everyone, each	elk
everyday	ordinair
everyday, vulgar	vulgair
everyone's	aller
everyone's	ieders
everyone, each, every, although, though, already	al
everything	allemaal
everything	alles
everywhere	allerwegen
everywhere	alom
everywhere	overal
everywhere	wijd en zijd
evident, obvious	evident
evoke	naar buiten roepen
evolution, development	evolutie
evolution, development, growth, output	ontwikkeling
evolve	evolueren
evolve	zich ontwikkelen
ex-	ex-
ex-	gewezen
ex-	oud-
ex-	voormalig
ex-	vroeger
exact	exact
exact, punctual, accurate, prompt	nauwkeurig
exaction, extortion	knevelarij
exactitude, accuracy, precision	nauwgezetheid
exactly, accurate, punctual, prompt, exact	accuraat
exactness	nauwkeurigheid
exactness	precisie
exaggerate	chargeren
exaggerate	overdrijven
examination, investigation, test	examen
examination, test, investigation	keuring
examine	examineren
example	toonbeeld
example	voorbeeld
excavate, dig, lift, grub	rooien
excavate, grub	opduikelen
exceed	te boven gaan
exceed, surpass	overtreffen
exceedingly, extraordinarily, extraordinary, very	bijzonder
excellency	eerwaarde
excellency	hoogheid
excellency	majesteit
except	uitzonderen
exception	uitzondering
exceptional	uitzonderlijk
exchange	centrale
excise-duty, excise	accijns
excise-duty, excise	verbruiksbelasting
excitation, excitement	opwinding
exciting	opwindend
exclude	uitsluiten
exclusive, exclusively	exclusief
exclusively, exclusive	uitsluitend
excrement, dung	drol
excrement, dung	ontlasting
excrement, slime, mud, dung	drek
